OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
667,2011,HYUNDAI,ELANTRA,Automobile,GRY,1000,Sunday,Y,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,7/8/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"BRIDLEWOOD DR, SPEERS CRES E",West,5050161.03,Afternoon,Allan Hubley,900,1700,354789.8249,5017416.4494
668,,,,Other,BLU,,Monday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,7/8/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"CUMBERLAND ST, GEORGE ST",Central,5050054.00,Night,Stéphanie Plante,1600,0,368325.8978,5032415.5803
669,1995,GENERAL MOTORS CORP.,SIERRA,Automobile,GRY,,Monday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,7/8/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"BANK ST, JOHNSTON RD, TRANSITWAY - GREENBORO",East,5050001.04,Afternoon,Jessica Bradley,1700,1700,370852.4322,5024837.4953
670,2014,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,29498,Monday,N,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/8/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"CROWNHILL ST, LEROY ST W",East,5050121.01,Night,Tim Tierney,800,100,374683.4048,5033412.8991
671,2011,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,WHI,,Monday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/8/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"BUCHANAN CRES, WOODWAY AVE",East,5050120.03,Night,Tim Tierney,900,0,374294.909,5036104.6006
672,2015,VOLKSWAGEN,,Automobile,WHI,,Sunday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/8/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"LYON ST N, NEPEAN ST",Central,5050040.00,Afternoon,Ariel Troster,800,1500,367236.5238,5030934.5109
673,2019,HYUNDAI,ACCENT,Automobile,BLK,,Tuesday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,7/9/2019 5:00:00 AM,7/9/2019 5:00:00 AM,2019,"CORLEY PRIV, FAIRLEA CRES",East,5050001.09,Night,Jessica Bradley,100,100,372006.762,5026534.3572
674,2018,LEXUS,,Suv,BLK,,Tuesday,N,Civic Hospital-Central Park,Ward 15 - Kitchissippi,Sector 21,7/9/2019 5:00:00 AM,7/9/2019 5:00:00 AM,2019,"LAURENTIAN PL E, OLD IRVING PL",Central,5050034.00,Night,Jeff Leiper,700,300,366112.8951,5028687.549
675,2019,CADILLAC,,Suv,BLK,,Thursday,N,Hunt Club South Industrial,Ward 9 - Knoxdale-Merivale,Sector 17,7/9/2019 5:00:00 AM,6/27/2019 5:00:00 AM,2019,"CAPITAL DR, MERIVALE RD",West,5050130.01,Afternoon,Sean Devine,1100,1300,366087.0235,5020791.649
676,2017,FORD,F150,Truck,BLU,42000,Sunday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,7/9/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"SOUTH ST, THIRD ST",East,5050170.10,Evening,Matthew Luloff,1300,1800,383527.9385,5039090.5817
677,2017,LEXUS,,Suv,BLU,,Monday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,7/9/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"CRESCENT HEIGHTS, DOW'S LAKE RD",Central,5050019.00,Afternoon,Shawn Menard,900,1700,367401.9001,5028866.55
678,2013,,,Atv (4 Wheeler),BLK,13000,Sunday,N,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,7/10/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"ALBION RD, KINGSDALE AVE",East,5050123.01,Afternoon,Jessica Bradley,1800,1400,372416.9278,5022992.5029
679,2016,VOLKSWAGEN,PASSAT,Automobile,WHI,,Tuesday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,7/10/2019 5:00:00 AM,7/9/2019 5:00:00 AM,2019,"OLDFIELD ST, WATERBRIDGE DR",West,5050141.09,Evening,Wilson Lo,1000,2300,366640.2727,5016089.7002
680,2011,FORD,SPECIAL,Suv,BLK,,Thursday,N,Hunt Club East - Western Community,Ward 16 - River,Sector 35,7/11/2019 5:00:00 AM,7/11/2019 5:00:00 AM,2019,"LILLICO DR, UPLANDS DR",East,5050002.05,Evening,Riley Brockington,1900,1800,370029.8888,5023277.556
681,2006,MINI,COOPER,Automobile,BGE,,Sunday,N,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,7/11/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"RUSSELL RD S, ST. LAURENT BLVD",East,5050010.00,Evening,Marty Carr,1900,2300,373569.9241,5029259.5457
682,2009,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,WHI,,Thursday,Y,Orléans Queenswood Heights,Ward 2 - Orléans West-Innes,Sector 31,7/11/2019 5:00:00 AM,7/11/2019 5:00:00 AM,2019,"DU GRAND BOIS AVE, WOODHAVEN HGTS",East,5050170.05,Night,Laura Dudas,900,0,383100.9475,5035983.5592
683,2004,ACURA,,Automobile,SIL,,Thursday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/12/2019 5:00:00 AM,7/11/2019 5:00:00 AM,2019,"ARGYLE AVE E, METCALFE ST",Central,5050037.02,Morning,Ariel Troster,700,1100,368442.9019,5030640.5647
684,,JEEP (1989 AND AFTER),WRANGLER,Automobile,BLK,,Sunday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/12/2019 5:00:00 AM,6/23/2019 5:00:00 AM,2019,"LEITRIM RD, ALBION RD",East,5050126.07,Night,Steve Desroches,1500,0,373500.274,5020420.2836
685,2016,FORD,F250,,BLK,,Friday,,,,,7/12/2019 5:00:00 AM,7/12/2019 5:00:00 AM,2019,,,,Morning,,800,800
686,1999,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,GRY,,Saturday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,7/13/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"OTHELLO AVE, PLEASANT PARK RD",East,5050008.00,Night,Marty Carr,1000,200,373447.5606,5028734.9192
687,2014,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BRN,,Saturday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/13/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"SHORELINE DR, WILD SHORE CRES",East,5050126.05,Night,Steve Desroches,1000,0,367833.5064,5015044.4444
688,,,,Other,,,Saturday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,7/13/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"BYWARD MARKET, YORK ST",Central,5050054.00,Afternoon,Stéphanie Plante,1700,1400,367944.8971,5032327.5804
689,2019,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,GRY,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/13/2019 5:00:00 AM,7/12/2019 5:00:00 AM,2019,"SHORELINE DR, SCHOONER CRES E, SUGAR MAPLE DR E",East,5050126.05,Evening,Steve Desroches,1100,2300,368242.7954,5015170.8083
690,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,46000,Saturday,N,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/14/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"CLOVERLAWN CRES, ELMLEA DR",East,5050121.01,Evening,Tim Tierney,1200,2200,375089.9189,5033696.5761
691,1934,FORD,DELUXE,Automobile,CRM,,Sunday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,7/14/2019 5:00:00 AM,7/14/2019 5:00:00 AM,2019,MARKET PL:100m E OF RIOCAN,West,5050141.20,Night,David Hill,0,0,364383.7477,5014813.4073
692,2013,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,SIL,,Saturday,Y,Crestview - Meadowlands,Ward 8 - College,Sector 17,7/14/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"PENDER ST, STARWOOD RD",West,5050133.00,Evening,Laine Johnson,1800,2000,364064.6236,5024416.6188
693,,,,Other,,,Friday,N,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,7/15/2019 5:00:00 AM,7/12/2019 5:00:00 AM,2019,"HERITAGE MAPLE WAY, OLMSTEAD ST",Central,5050101.00,Afternoon,Stéphanie Plante,1000,1500,370468.3636,5032866.7972
694,2010,DODGE,CARAVAN,Automobile,BLU,10000,Sunday,N,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,7/15/2019 5:00:00 AM,7/14/2019 5:00:00 AM,2019,"BRADLEY COLE PRIV, MOXLEY PRIV",East,5050001.07,Evening,Jessica Bradley,1100,2200,374219.8961,5025815.3796
695,2008,GENERAL MOTORS CORP.,SIERRA,Automobile,BLU,,Monday,Y,Westboro,Ward 16 - River,Sector 21,7/15/2019 5:00:00 AM,7/15/2019 5:00:00 AM,2019,"HIGHWAY 417, HWY 417 CARLING IC124R76",Central,5050025.00,Afternoon,Riley Brockington,1200,1200,364036.6085,5027021.3993
696,,,,Other,PNK,,Sunday,N,Ottawa South,Ward 17 - Capital,Sector 22,7/15/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"CAMERON AVE, RIVERDALE AVE",Central,5050016.00,Evening,Shawn Menard,1100,2200,369085.9805,5028344.6942
697,2010,FORD,,Van,WHI,7000,Friday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,7/15/2019 5:00:00 AM,7/12/2019 5:00:00 AM,2019,"FAIRLEA CRES, HEATHERINGTON RD N",East,5050001.09,Afternoon,Jessica Bradley,1700,1700,371809.9211,5026691.5292
698,2010,BMW,328IS,Automobile,,,Friday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,7/15/2019 5:00:00 AM,6/7/2019 5:00:00 AM,2019,"WISTERIA CRES, WISTERIA CRES",East,5050127.00,Afternoon,Jessica Bradley,1400,1400,369792.1834,5022776.9491
699,2013,DODGE,AVENGER,Automobile,SIL,,Monday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/17/2019 5:00:00 AM,7/15/2019 5:00:00 AM,2019,"KENT ST, SLATER ST",Central,5050048.00,Afternoon,Ariel Troster,2100,1200,367263.3964,5031252.5105
700,2013,INTERNATIONAL HARVESTER CO./ CUB CADET/ CUSTOM SCO,,Van,WHI,,Saturday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,7/17/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"MOJAVE CRES, CHEROKEE WAY",West,5050151.11,Night,Glen Gower,1700,0,349653.8797,5015453.6491
701,2013,SUBARU,CROSSTREK,Automobile,BGE,,Wednesday,Y,Pineview,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/17/2019 5:00:00 AM,7/17/2019 5:00:00 AM,2019,"APPLETON DR, TAFT ST",East,5050122.02,Night,Tim Tierney,800,0,375135.9238,5032085.5631
702,2008,PORSCHE,,Automobile,BLK,15000,Tuesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,7/17/2019 5:00:00 AM,7/16/2019 5:00:00 AM,2019,"MONARDIA WAY, WILLOW ASTER CIR",East,5050171.12,Evening,Catherine Kitts,1400,2200,383602.8962,5033781.6803
703,2008,FORD,,Van,WHI,,Wednesday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/17/2019 5:00:00 AM,7/17/2019 5:00:00 AM,2019,"CATHERINE ST, KENT ST",Central,5050039.00,Night,Ariel Troster,1200,400,367908.5473,5030187.8913
704,,,,Other,YEL,2033,Monday,N,Stittsville,Ward 6 - Stittsville,Sector 13,7/18/2019 5:00:00 AM,7/15/2019 5:00:00 AM,2019,ROGER GRIFFITHS AVE,West,5050151.10,Evening,Glen Gower,900,2200,351309.3324,5016605.7519
705,2016,CHRYSLER/ CHRYSLER OUTBOARD CORPORATION,300,,BLK,,Thursday,,,,,7/18/2019 5:00:00 AM,7/18/2019 5:00:00 AM,2019,,,,Night,,100,100
706,2010,"TOYOTA/ TOYOTA MOTOR CO., LTD.",COROLLA,Automobile,,2500,Monday,Y,Russell - Edwards,Ward 20 - Osgoode,Sector 37,7/18/2019 5:00:00 AM,7/15/2019 5:00:00 AM,2019,"DONCASTER RD, RIDEAU RD",East,5050126.04,Morning,Isabelle Skalski,1000,1000,378122.9587,5018524.4704
707,2004,FORD,,Truck,WHI,,Wednesday,Y,Russell - Edwards,Ward 20 - Osgoode,Sector 37,7/18/2019 5:00:00 AM,7/17/2019 5:00:00 AM,2019,"BOUNDARY RD, ENTREPRENEUR CRES",East,5050171.03,Evening,Isabelle Skalski,600,2300,387983.6432,5022380.5554
708,,,,Other,,3172,Monday,N,Stittsville,Ward 6 - Stittsville,Sector 13,7/18/2019 5:00:00 AM,7/15/2019 5:00:00 AM,2019,ROGER GRIFFITHS AVE,West,5050151.10,Evening,Glen Gower,900,2200,351309.3324,5016605.7519
709,,,,Other,GRY,,Friday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,7/19/2019 5:00:00 AM,7/19/2019 5:00:00 AM,2019,"BESSERER ST, FRIEL ST",Central,5050053.00,Evening,Stéphanie Plante,2000,1900,368810.8988,5032498.5803
710,2008,JEEP (1989 AND AFTER),PATRIOT,Suv,SIL,,Thursday,Y,Carlington,Ward 16 - River,Sector 21,7/19/2019 5:00:00 AM,7/18/2019 5:00:00 AM,2019,"PANET ST, SHILLINGTON AVE",Central,5050021.00,Evening,Riley Brockington,0,2300,364935.8914,5026862.5346
711,,,,Motorcycle,BLK,2167,Thursday,N,CFB Rockcliffe-NRC,Ward 13 - Rideau-Rockcliffe,Sector 32,7/19/2019 5:00:00 AM,7/18/2019 5:00:00 AM,2019,"BRITTANY DR, COLEFORD PL",East,5050060.00,Evening,Rawlson King,1900,2100,371433.9034,5034363.5931
712,2005,GENERAL MOTORS CORP.,JIMMY,Suv,RED,,Thursday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/19/2019 5:00:00 AM,7/18/2019 5:00:00 AM,2019,"CANOTEK RD, RAINBOW ST",East,5050120.02,Afternoon,Tim Tierney,900,1700,376228.9196,5035169.5846
713,2010,NISSAN,ALTIMA,Automobile,BLK,,Friday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,7/19/2019 5:00:00 AM,7/19/2019 5:00:00 AM,2019,"FAIRMONT AVE, WELLINGTON ST",Central,5050043.00,Morning,Jeff Leiper,1100,1000,365556.1966,5029693.5028
714,2013,NISSAN,SENTRA,Automobile,BLU,,Saturday,Y,Cumberland,Ward 1 - Orléans East-Cumberland,Sector 37,7/20/2019 5:00:00 AM,7/20/2019 5:00:00 AM,2019,"LOUGH DR, STACKHOUSE CRT",East,5050171.06,Evening,Matthew Luloff,2300,2300,393445.993,5041292.544
715,2014,DODGE,RAM 1500 PU,Truck,BLK,,Friday,Y,West Centertown,Ward 14 - Somerset,Sector 22,7/20/2019 5:00:00 AM,7/19/2019 5:00:00 AM,2019,"CAMBRIDGE ST, PRIMROSE AVE E",Central,5050041.00,Evening,Ariel Troster,400,2100,366815.895,5030626.5659
716,2002,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),,GRY,,Sunday,,,,,7/21/2019 5:00:00 AM,7/21/2019 5:00:00 AM,2019,,,,Evening,,2000,2000
717,2007,MERCEDES-BENZ,,Automobile,GRY,,Monday,N,Cityview - Skyline - Fisher Heights,Ward 9 - Knoxdale-Merivale,Sector 17,7/22/2019 5:00:00 AM,6/3/2019 5:00:00 AM,2019,"RITA AVE, MERIVALE RD",West,5050132.00,Afternoon,Sean Devine,1500,1200,364617.1121,5024296.6221
718,2012,DODGE,JOURNEY,Suv,GRY,,Saturday,Y,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,7/22/2019 5:00:00 AM,5/25/2019 5:00:00 AM,2019,"MILLCRAFT CRES N, IRWIN MILLER ST N",Central,5050100.00,Evening,Stéphanie Plante,1800,2000,371088.5136,5032732.5482
719,,,,Motorcycle,BLUSIL,,Sunday,N,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,7/22/2019 5:00:00 AM,7/21/2019 5:00:00 AM,2019,"ALLEN BLVD, RENE-DORE WAY",Central,5050013.00,Evening,Rawlson King,600,1900,370791.1555,5032554.9443
720,2014,MERCEDES-BENZ,,Automobile,WHI,,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/23/2019 5:00:00 AM,4/18/2019 5:00:00 AM,2019,"LAGUNA ST , SUNBURST ST",East,5050126.09,Afternoon,Steve Desroches,1000,1200,375945.9023,5021291.2357
721,2016,LEXUS,,Truck,GRY,55000,Monday,Y,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,7/23/2019 5:00:00 AM,7/22/2019 5:00:00 AM,2019,"TOMPKINS AVE, VIEILLE-CASERNE PRIV W",East,5050170.03,Evening,Matthew Luloff,900,2300,382329.4718,5037573.853
722,2019,LEXUS,,Suv,DBL,,Tuesday,N,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,7/23/2019 5:00:00 AM,7/23/2019 5:00:00 AM,2019,"TOMPKINS AVE, CARAVEL CRES W, MCEACHERN CRES W",East,5050170.03,Night,Matthew Luloff,1000,0,382580.9385,5037764.5759
723,2009,NISSAN,ALTIMA,Automobile,BLK,,Tuesday,Y,Braemar Park - Bel Air Heights - Copeland Park,Ward 8 - College,Sector 17,7/23/2019 5:00:00 AM,7/23/2019 5:00:00 AM,2019,"ALBANY DR, HANBURY AVE",West,5050023.01,Night,Laine Johnson,1100,0,363232.4036,5024609.8558
724,2018,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,RED,25000,Tuesday,Y,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,7/23/2019 5:00:00 AM,7/23/2019 5:00:00 AM,2019,"BOURCIER DR W, TOMPKINS AVE",East,5050170.03,Night,Matthew Luloff,500,500,382408.9386,5037669.576
725,2015,,,Motorcycle,BLK,14000,Tuesday,N,East Industrial,Ward 11 - Beacon Hill-Cyrville,Sector 33,7/24/2019 5:00:00 AM,7/23/2019 5:00:00 AM,2019,"CYRVILLE RD, STAR TOP RD",East,5050122.02,Evening,Tim Tierney,1100,2100,373829.4506,5031515.6851
726,2011,"TOYOTA/ TOYOTA MOTOR CO., LTD.",CAMRY,Automobile,BLK,,Tuesday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,7/24/2019 5:00:00 AM,7/23/2019 5:00:00 AM,2019,"ALTA VISTA DR, CLUNY ST",East,5050011.04,Evening,Marty Carr,600,1900,370541.9105,5029823.5546
727,2000,BMW,,Automobile,BLU,,Wednesday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,7/24/2019 5:00:00 AM,7/24/2019 5:00:00 AM,2019,"AMBIANCE DR, CORONET AVE",West,5050141.19,Night,Wilson Lo,700,0,366991.2685,5016810.066
728,2011,VOLKSWAGEN,GTI,Automobile,WHI,15000,Tuesday,N,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,7/24/2019 5:00:00 AM,7/23/2019 5:00:00 AM,2019,"PRESLAND RD, LOLA ST",Central,5050012.00,Afternoon,Rawlson King,700,1700,371174.9094,5031861.5713
729,2017,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,BLK,,Tuesday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/24/2019 5:00:00 AM,7/23/2019 5:00:00 AM,2019,"SHORELINE DR, WILDMINT SQ",East,5050126.06,Evening,Steve Desroches,800,2200,368625.0033,5015502.3432
730,2018,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,GRY,,Tuesday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/24/2019 5:00:00 AM,7/23/2019 5:00:00 AM,2019,"SPRATT RD, SHORELINE DR S",East,5050126.06,Evening,Steve Desroches,800,2300,368340.5713,5015175.7225
731,2011,KIA MOTORS CORPORATION,SORENTO,Suv,WHI,,Sunday,Y,Britannia Village,Ward 7 - Bay,Sector 14,7/24/2019 5:00:00 AM,7/21/2019 5:00:00 AM,2019,"AHEARN AVE, CROFT ST",West,5050029.00,Evening,Theresa Kavanagh,1300,1800,359525.8663,5024719.514
732,2016,LEXUS,RX300,Automobile,WHI,,Thursday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/25/2019 5:00:00 AM,7/25/2019 5:00:00 AM,2019,"HOT SPRINGS WAY, GREEN GABLES LANE W",East,5050126.06,Morning,Steve Desroches,1100,1100,368444.7044,5015317.6913
733,2004,SUBARU,FORRESTER,Automobile,SIL,,Wednesday,N,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,7/25/2019 5:00:00 AM,7/24/2019 5:00:00 AM,2019,"LANDRY ST, ST. AMBROISE AVE",Central,5050104.00,Evening,Stéphanie Plante,800,2200,369830.2535,5033531.9688
734,2007,VOLVO,,Automobile,BLU,,Wednesday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,7/25/2019 5:00:00 AM,7/24/2019 5:00:00 AM,2019,"NAUGHTON ST, PRESLAND RD",Central,5050012.00,Evening,Rawlson King,1300,2000,371353.9094,5031906.5713
735,2019,HYUNDAI,ELANTRA,Automobile,GRY,,Thursday,Y,West Centertown,Ward 14 - Somerset,Sector 22,7/25/2019 5:00:00 AM,7/25/2019 5:00:00 AM,2019,"BELL ST, LOUISA ST",Central,5050042.00,Morning,Ariel Troster,900,900,366997.8972,5029854.5589
736,2018,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,BLU,,Wednesday,N,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,7/25/2019 5:00:00 AM,7/24/2019 5:00:00 AM,2019,"APPLEWOOD CRES, CUNNINGHAM AVE",East,5050005.00,Evening,Marty Carr,900,2200,370155.9223,5027999.4545
737,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,RED,,Wednesday,Y,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,7/25/2019 5:00:00 AM,7/24/2019 5:00:00 AM,2019,"CHALMERS RD, NEIL WAY",East,5050005.00,Evening,Marty Carr,1500,1900,369546.9096,5028222.5432
738,2018,NISSAN,ALTIMA,Automobile,WHI,,Friday,Y,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ward 9 - Knoxdale-Merivale,Sector 17,7/26/2019 5:00:00 AM,7/26/2019 5:00:00 AM,2019,"COOLSPRING CRES, TROPICANA PRIV",West,5050131.01,Evening,Sean Devine,2200,2200,366283.8979,5023473.506
739,2019,KIA MOTORS CORPORATION,OPTIMA,Automobile,BLK,,Friday,Y,Cityview - Skyline - Fisher Heights,Ward 9 - Knoxdale-Merivale,Sector 17,7/26/2019 5:00:00 AM,7/26/2019 5:00:00 AM,2019,"HOGAN ST, MEADOWLANDS DR",West,5050132.00,Afternoon,Sean Devine,1300,1300,366124.092,5024894.4972
740,2019,LEXUS,,Automobile,GRY,,Thursday,N,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,7/26/2019 5:00:00 AM,7/25/2019 5:00:00 AM,2019,"FOREST VALLEY DR, VALLEY FIELD CRES N",East,5050125.04,Evening,Laura Dudas,600,2200,379724.933,5035595.5734
741,,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,WHI,,Friday,N,Orléans North West,Ward 2 - Orléans West-Innes,Sector 31,7/26/2019 5:00:00 AM,7/26/2019 5:00:00 AM,2019,"ST-GERMAIN CRES W, VORLAGE DR",East,5050124.04,Night,Laura Dudas,500,100,379483.9233,5037881.5941
742,,JOHN DEERE/ DEERE AND COMPANY,,Other,GRNYEL,,Thursday,N,Greenbelt - Mer Bleue,Ward 10 - Gloucester-Southgate,Sector 31,7/26/2019 5:00:00 AM,7/25/2019 5:00:00 AM,2019,"ANDERSON RD, RIDGE RD",East,5050125.03,Afternoon,Jessica Bradley,1700,1500,379029.9499,5028507.5278
743,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,,Thursday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/26/2019 5:00:00 AM,7/25/2019 5:00:00 AM,2019,"ROTHWELL CIRC, ROTHWELL DR",East,5050120.03,Evening,Tim Tierney,800,2100,374838.3174,5034482.8757
744,2019,LEXUS,,Suv,WHI,,Friday,N,Carson Grove - Carson Meadows,Ward 13 - Rideau-Rockcliffe,Sector 32,7/26/2019 5:00:00 AM,7/26/2019 5:00:00 AM,2019,"BOREALIS CRES, MERGANSER ST",East,5050062.01,Night,Rawlson King,900,0,372521.0474,5033582.7241
745,2006,HYUNDAI,ELANTRA,Automobile,BLU,,Wednesday,Y,Trend-Arlington,Ward 9 - Knoxdale-Merivale,Sector 15,7/26/2019 5:00:00 AM,7/24/2019 5:00:00 AM,2019,"CRAMER DR, LAMBERT DR",West,5050135.02,Evening,Sean Devine,1200,2300,360531.8679,5021247.4847
746,2018,LEXUS,,Automobile,GRY,,Thursday,Y,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/26/2019 5:00:00 AM,7/25/2019 5:00:00 AM,2019,"CROWNHILL ST, LEROY ST W",East,5050121.01,Evening,Tim Tierney,400,2200,374683.4048,5033412.8991
747,2019,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,WHI,,Thursday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/26/2019 5:00:00 AM,7/25/2019 5:00:00 AM,2019,"CARDINAL CRT, MARQUIS AVE",East,5050120.03,Evening,Tim Tierney,600,2300,374963.9168,5034429.5827
748,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,,Saturday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,7/27/2019 5:00:00 AM,7/27/2019 5:00:00 AM,2019,"SCALA AVE, CALICO CRES W, SWALLOWTAIL CRES W",East,5050171.07,Night,Catherine Kitts,700,0,385703.1601,5036401.4862
