OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
4687,2014,FORD,SPECIAL,Automobile,GRY,,Monday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,6/20/2022 5:00:00 AM,6/20/2022 5:00:00 AM,2022,"AUGUSTA ST, BESSERER ST",Central,5050052.00,Night,Stéphanie Plante,0,0,369051.8999,5032645.5813
4688,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,WHI,,Thursday,N,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,8/12/2022 5:00:00 AM,7/21/2022 5:00:00 AM,2022,"AIRPORT PARKWAY PRIV, TRACKER PRIV",East,5050127.00,Night,Jessica Bradley,900,0,370343.1152,5020748.3233
4689,2021,CHEVROLET,TRAVERSE,Suv,WHI,,Saturday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,6/20/2022 5:00:00 AM,6/11/2022 5:00:00 AM,2022,"YORK ST, 72M EAST OF SUSSEX DR ",Central,5050054.00,Afternoon,Stéphanie Plante,1200,1200,367866.9792,5032274.2567
4690,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLK,,Friday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,12/18/2021 5:00:00 AM,12/17/2021 5:00:00 AM,2021,"CLEARCREST CRES S, PRINCESS LOUISE DR",East,5050170.10,Evening,Matthew Luloff,1000,2000,384128.9444,5038413.5719
4691,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,SIL,42000,Thursday,N,Riverside Park,Ward 16 - River,Sector 34,8/12/2022 5:00:00 AM,8/11/2022 5:00:00 AM,2022,"NORBERRY CRES N, SPRINGLAND DR",East,5050003.00,Evening,Riley Brockington,600,2100,368816.5013,5025888.5643
4692,2014,FORD,FUSION,Automobile,BLK,,Monday,N,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,6/20/2022 5:00:00 AM,6/20/2022 5:00:00 AM,2022,"HUNT CLUB RD, MALAK ST",East,5050001.07,Evening,Jessica Bradley,2300,2300,374195.4471,5025647.6589
4693,2010,FORD,F150,Automobile,BLK,,Wednesday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,12/18/2021 5:00:00 AM,12/15/2021 5:00:00 AM,2021,"CATHCART ST, DALHOUSIE ST",Central,5050055.00,Evening,Stéphanie Plante,800,2000,367778.8949,5032931.5863
4694,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,SIL,,Sunday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,6/20/2022 5:00:00 AM,6/19/2022 5:00:00 AM,2022,"EQUESTRIAN DR, HARNESS LANE",West,5050161.03,Afternoon,Allan Hubley,900,1600,354687.8226,5016643.4427
4695,2021,VOLKSWAGEN,TIGUAN,Automobile,SIL,,Wednesday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,8/12/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"HUNTMAR DR, PALLADIUM DR S",West,5050300.01,Night,Glen Gower,900,0,349675.7878,5017364.4537
4696,1999,DODGE,,Truck,WHI,,Monday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,6/20/2022 5:00:00 AM,6/20/2022 5:00:00 AM,2022,"HINCHEY AVE, LYNDALE AVE",Central,5050046.00,Morning,Jeff Leiper,1700,900,365011.7674,5029989.5619
4697,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,BLK,,Saturday,N,Carlingwood West - Glabar Park - McKellar Heights,Ward 7 - Bay,Sector 14,12/18/2021 5:00:00 AM,12/18/2021 5:00:00 AM,2021,"PARKHURST BLVD, QUEENSGROVE RD",West,5050025.00,Evening,Theresa Kavanagh,2100,2100,362531.8808,5025256.5198
4698,2013,NISSAN,SENTRA,,BLK,,Saturday,,,,,8/13/2022 5:00:00 AM,8/13/2022 5:00:00 AM,2022,,,,Morning,,1000,1000
4699,,GENERAL MOTORS CORP.,SAVANNA VAN,Van,WHI,,Friday,N,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,12/19/2021 5:00:00 AM,12/17/2021 5:00:00 AM,2021,"PINECREST RD, HWY 417 PINECRE IC129R36, HWY 417 PINECRE IC129R62",West,5050028.00,Evening,Theresa Kavanagh,1200,2000,360364.4512,5023736.3514
4700,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,WHI,,Sunday,N,Stittsville,Ward 6 - Stittsville,Sector 13,6/20/2022 5:00:00 AM,6/19/2022 5:00:00 AM,2022,"HAZELDEAN RD, TURN LANE",West,5050151.11,Evening,Glen Gower,800,2000,349608.7805,5014908.4341
4701,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,62000,Friday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,8/13/2022 5:00:00 AM,8/12/2022 5:00:00 AM,2022,"PAUL METIVIER DR, GLENDORE ST",West,5050141.22,Evening,Wilson Lo,600,2200,365781.5238,5014645.8525
4702,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLU,,Monday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,12/20/2021 5:00:00 AM,12/20/2021 5:00:00 AM,2021,"SHANEL PL, TRIPP CRES",West,5050140.06,Morning,David Hill,800,800,362980.8753,5016477.4443
4703,2012,HYUNDAI,TUCSON,Automobile,BLK,,Tuesday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,6/21/2022 5:00:00 AM,6/21/2022 5:00:00 AM,2022,"DUROCHER ST, ST. PAUL ST",Central,5050101.00,Afternoon,Stéphanie Plante,1200,1200,370098.9027,5033169.5842
4704,2010,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,BLK,,Monday,N,West Centertown,Ward 14 - Somerset,Sector 22,12/20/2021 5:00:00 AM,12/20/2021 5:00:00 AM,2021,"ARLINGTON AVE, CAMBRIDGE ST",Central,5050042.00,Morning,Ariel Troster,1000,1000,367120.8979,5029823.5589
4705,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Automobile,BLU,,Saturday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,8/13/2022 5:00:00 AM,8/13/2022 5:00:00 AM,2022,"FLINT CRT, OTTEN DR",West,5050140.06,Night,David Hill,800,200,361777.8664,5015652.4355
4706,,JEEP (1989 AND AFTER),,Truck,BLK,,Tuesday,N,Orléans Industrial,Ward 2 - Orléans West-Innes,Sector 31,6/21/2022 5:00:00 AM,6/21/2022 5:00:00 AM,2022,"OR174 JEANNE D'A IC105R51, REGIONAL RD 174",East,5050124.01,Night,Laura Dudas,1300,100,379005.9252,5036769.5864
4707,,LINCOLN-CONTINENTAL,,Automobile,BLK,,Saturday,Y,Overbrook - McArthur,Ward 12 - Rideau-Vanier,Sector 25,8/13/2022 5:00:00 AM,8/13/2022 5:00:00 AM,2022,"MONTREAL RD, NORTH RIVER RD",Central,5050101.00,Afternoon,Stéphanie Plante,1700,1700,369742.2587,5032887.5534
4708,2020,LEXUS,,Automobile,GRY,50000,Sunday,N,Hunt Club Woods - Quintarra - Revelstoke,Ward 16 - River,Sector 35,12/20/2021 5:00:00 AM,12/19/2021 5:00:00 AM,2021,"AVONCOURT WAY, WALKLEY RD",East,5050002.01,Evening,Riley Brockington,700,1800,369606.474,5025512.6424
4709,2017,NISSAN,ROGUE,Automobile,GRY,,Tuesday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,6/21/2022 5:00:00 AM,5/24/2022 5:00:00 AM,2022,"AUGUSTA ST, RIDEAU ST",Central,5050053.00,Morning,Stéphanie Plante,1100,1000,369013.003,5032716.2543
4710,2008,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,WHI,,Friday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,8/13/2022 5:00:00 AM,8/12/2022 5:00:00 AM,2022,"BELFAST RD, LAGAN WAY",East,5050011.01,Evening,Marty Carr,200,2100,372980.9192,5030622.5575
4711,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Truck,BLU,,Monday,Y,Barrhaven,Ward 3 - Barrhaven West,Sector 16,12/20/2021 5:00:00 AM,12/20/2021 5:00:00 AM,2021,"FLINT CRT, OTTEN DR",West,5050140.06,Morning,David Hill,600,600,361777.8664,5015652.4355
4712,2022,JEEP (1989 AND AFTER),CHEROKEE,Suv,BLK,72000,Monday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/21/2022 5:00:00 AM,6/20/2022 5:00:00 AM,2022,"CORDAGE ST,WATCHIM ST",East,5050171.15,Evening,Catherine Kitts,700,2000,384282.9146,5035557.8426
4713,2019,RAM TRUCKS,,Truck,WHI,62000,Sunday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,8/14/2022 5:00:00 AM,8/14/2022 5:00:00 AM,2022,"UPLANDS DR, UPLANDS DR RAMP 24",East,5050127.00,Night,Jessica Bradley,800,300,371265.1901,5021354.1486
4714,2007,"TOYOTA/ TOYOTA MOTOR CO., LTD.",COROLLA,Automobile,BLK,,Monday,Y,West Centertown,Ward 14 - Somerset,Sector 22,12/20/2021 5:00:00 AM,12/20/2021 5:00:00 AM,2021,"GLADSTONE AVE, CAMBRIDGE ST E",Central,5050042.00,Afternoon,Ariel Troster,1500,1500,367068.0285,5030035.149
4715,2022,DODGE,RAM 2500 PU,,BLK,,Sunday,,,,,6/21/2022 5:00:00 AM,6/12/2022 5:00:00 AM,2022,,,,Afternoon,,1200,1500
4716,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,BLU,40000,Saturday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,8/14/2022 5:00:00 AM,8/13/2022 5:00:00 AM,2022,"GOLDRIDGE DR, AFTON PL, GRENGOLD WAY",West,5050160.15,Evening,Cathy Curry,800,1800,350016.1235,5019467.2861
4717,2004,FORD,,Truck,BRN,,Monday,Y,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,12/21/2021 5:00:00 AM,12/20/2021 5:00:00 AM,2021,"MARQUIS AVE, MULBERRY CRES E",East,5050120.03,Evening,Tim Tierney,800,2100,375034.9167,5034551.5838
4718,2022,DODGE,RAM 1500 PU,,GRY,,Sunday,,,,,6/21/2022 5:00:00 AM,6/12/2022 5:00:00 AM,2022,,,,Afternoon,,1200,1500
4719,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Truck,GRY,55000,Saturday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,8/14/2022 5:00:00 AM,8/13/2022 5:00:00 AM,2022,"FLINT CRT, RAFTUS SQ",West,5050140.06,Morning,David Hill,2100,1100,361628.8656,5015563.4344
4720,2017,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLK,,Monday,N,Trend-Arlington,Ward 9 - Knoxdale-Merivale,Sector 15,12/21/2021 5:00:00 AM,12/20/2021 5:00:00 AM,2021,"PARKLAND CRES, SILVA CRT",West,5050135.02,Evening,Sean Devine,1000,1800,360363.866,5020519.4777
4721,2022,JEEP (1989 AND AFTER),WRANGLER,Automobile,BLK,,Tuesday,N,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,6/21/2022 5:00:00 AM,6/21/2022 5:00:00 AM,2022,"ST. LAURENT BLVD, MCARTHUR AVE",Central,5050012.00,Night,Rawlson King,1200,0,371921.9093,5032886.5782
4722,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,SIL,38000,Saturday,N,Glen Cairn - Kanata South Business Park,Ward 23 - Kanata South,Sector 13,8/14/2022 5:00:00 AM,8/13/2022 5:00:00 AM,2022,"CASTLEFRANK RD, CASTLEFRANK RD, CASTLEFRANK RD",West,5050162.02,Evening,Allan Hubley,600,2200,352769.811,5017529.4514
4723,2017,INFINITI,,Automobile,BLU,,Saturday,Y,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ward 9 - Knoxdale-Merivale,Sector 17,12/22/2021 5:00:00 AM,12/11/2021 5:00:00 AM,2021,"CHESTERTON DR, MEADOWLANDS DR",West,5050131.01,Afternoon,Sean Devine,1400,1300,365103.6531,5024006.8224
4724,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,,Tuesday,N,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,6/22/2022 5:00:00 AM,6/21/2022 5:00:00 AM,2022,"CANTIN ST, ST. DENIS ST",Central,5050103.00,Afternoon,Stéphanie Plante,1100,1200,370944.9035,5033850.5891
4725,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,GRY,,Tuesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,12/22/2021 5:00:00 AM,12/21/2021 5:00:00 AM,2021,"PRINCESS LOUISE DR, BROME CRES S, CLEARCREST CRES N",East,5050170.11,Evening,Matthew Luloff,1600,2300,384184.9444,5038486.5728
4726,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,45000,Saturday,N,Glen Cairn - Kanata South Business Park,Ward 6 - Stittsville,Sector 13,8/14/2022 5:00:00 AM,8/13/2022 5:00:00 AM,2022,"BOULONNAIS GROVE, CONDADO CRES, ROUNCEY RD",West,5050162.04,Evening,Glen Gower,900,2200,353433.8878,5015139.4819
4727,2004,"HONDA/AMERICAN HONDA MOTOR CO.,",ACCORD,Automobile,GRYDBL,,Wednesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,12/22/2021 5:00:00 AM,12/22/2021 5:00:00 AM,2021,"GERALD ST, OLD MONTREAL RD",East,5050171.05,Evening,Matthew Luloff,1900,1800,384924.0914,5039424.6231
4728,2021,FORD,F150,Automobile,WHI,,Wednesday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,6/22/2022 5:00:00 AM,6/22/2022 5:00:00 AM,2022,"WILDERNESS WAY, WYTENBURG GT",West,5050151.11,Night,Glen Gower,800,500,348166.4909,5014596.5191
4729,2017,DODGE,CARAVAN,Van,RED,,Friday,N,Katimavik - Hazeldean,Ward 4 - Kanata North,Sector 13,8/15/2022 5:00:00 AM,8/12/2022 5:00:00 AM,2022,"EDENVALE DR, ELSINORE LANE",West,5050160.06,Evening,Cathy Curry,600,1800,352520.2341,5020345.5621
4730,,,,Other,RED,,Wednesday,N,Island Park,Ward 15 - Kitchissippi,Sector 21,12/22/2021 5:00:00 AM,12/1/2021 5:00:00 AM,2021,"HURON AVE N, WELLINGTON ST",Central,5050045.01,Evening,Jeff Leiper,1100,2100,364851.4914,5029121.2506
4731,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,RED,,Wednesday,N,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,6/22/2022 5:00:00 AM,6/22/2022 5:00:00 AM,2022,"DESCHAMPS AVE, MARIER AVE",Central,5050102.00,Morning,Stéphanie Plante,1800,800,370370.9027,5033344.5862
4732,2009,VOLKSWAGEN,RABBIT,Automobile,WHI,,Monday,Y,Centretown,Ward 14 - Somerset,Sector 23,8/15/2022 5:00:00 AM,8/15/2022 5:00:00 AM,2022,"BRONSON AVE, QUEEN ST",Central,5050048.00,Night,Ariel Troster,900,500,366708.8943,5031093.5708
4733,2020,LEXUS,,Automobile,BLK,52600,Thursday,N,Vanier South,Ward 13 - Rideau-Rockcliffe,Sector 25,12/23/2021 5:00:00 AM,12/23/2021 5:00:00 AM,2021,"MAY ST, VERNON AVE",Central,5050061.00,Morning,Rawlson King,600,600,371631.9075,5033107.5812
4734,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,,Thursday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,6/23/2022 5:00:00 AM,6/23/2022 5:00:00 AM,2022,"CHAPMAN BLVD, RUTH ST",East,5050009.00,Night,Marty Carr,700,0,372459.92,5028886.5449
4735,2011,CHEVROLET,,Automobile,BRN,,Monday,Y,Greenbelt - Rideau River East,Ward 10 - Gloucester-Southgate,Sector 35,8/15/2022 5:00:00 AM,8/15/2022 5:00:00 AM,2022,"ASHDALE AVE, BOYCREST ST",East,5050126.05,Afternoon,Jessica Bradley,2300,1500,367039.5161,5018744.696
4736,2020,GENERAL MOTORS CORP.,SAVANNA VAN,Van,WHI,,Thursday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,12/23/2021 5:00:00 AM,12/23/2021 5:00:00 AM,2021,"BELFAST RD, COVENTRY RD",Central,5050012.00,Afternoon,Rawlson King,1500,1500,371523.9113,5031640.5684
4737,2019,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,BLK,,Wednesday,Y,Orléans Queenswood Heights,Ward 2 - Orléans West-Innes,Sector 31,6/23/2022 5:00:00 AM,6/22/2022 5:00:00 AM,2022,"SILVER BARK AVE, TURNBERRY RD",East,5050125.05,Evening,Laura Dudas,800,2100,382273.7918,5036532.9783
4738,2020,,,Atv (4 Wheeler),ONG,13000,Friday,N,Corkery,Ward 5 - West Carleton-March,Sector 11,8/15/2022 5:00:00 AM,8/12/2022 5:00:00 AM,2022,"MARCH RD, PETER ROBINSON RD",West,5050300.02,Morning,Clarke Kelly,1400,1000,335000.654,5015260.5024
4739,,GENERAL MOTORS CORP.,SAVANNA VAN,Van,WHI,,Thursday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,12/23/2021 5:00:00 AM,12/23/2021 5:00:00 AM,2021,"BELFAST RD, COVENTRY RD",Central,5050012.00,Afternoon,Rawlson King,1500,1500,371523.9113,5031640.5684
4740,2022,JEEP (1989 AND AFTER),,Automobile,BLK,,Thursday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,6/23/2022 5:00:00 AM,6/23/2022 5:00:00 AM,2022,"JOHNSTON RD, SOUTHGATE RD",East,5050001.04,Night,Jessica Bradley,300,300,371023.8236,5024940.8101
4741,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLK,,Sunday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,8/15/2022 5:00:00 AM,8/14/2022 5:00:00 AM,2022,"MAXWELL BRIDGE RD, ARNCLIFFE AVE",West,5050160.11,Evening,Cathy Curry,800,2100,349570.7589,5024920.1403
4742,2015,NISSAN,VERSA,Automobile,BLU,2000,Wednesday,Y,Cityview - Skyline - Fisher Heights,Ward 9 - Knoxdale-Merivale,Sector 17,12/23/2021 5:00:00 AM,12/22/2021 5:00:00 AM,2021,"HILLIARD AVE, LIPSTAN AVE",West,5050132.00,Evening,Sean Devine,1700,2200,366194.6029,5025736.9878
4743,2022,NISSAN,MURANO,Automobile,SIL,,Monday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,8/15/2022 5:00:00 AM,8/15/2022 5:00:00 AM,2022,"CREVASSE, CHEMIN DE LA,ASCENDER AVE",East,5050125.10,Night,Catherine Kitts,1200,100,382954.3064,5033668.0985
4744,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/23/2022 5:00:00 AM,6/23/2022 5:00:00 AM,2022,"WHITE ALDER AVE, KELLY FARM DR",East,5050126.07,Morning,Steve Desroches,800,800,374716.6726,5020249.2033
4745,2008,NISSAN,,Automobile,BLK,,Wednesday,Y,Hunt Club East - Western Community,Ward 16 - River,Sector 35,12/23/2021 5:00:00 AM,12/22/2021 5:00:00 AM,2021,"ANNAPOLIS CIRC W, COLUMBIA AVE",East,5050002.05,Evening,Riley Brockington,1200,1900,369983.7543,5023630.2139
4746,2001,CHEVROLET,,,,,Monday,,,,,8/15/2022 5:00:00 AM,8/15/2022 5:00:00 AM,2022,,,,Afternoon,,1300,1300
4747,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Automobile,WHI,,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/23/2022 5:00:00 AM,6/23/2022 5:00:00 AM,2022,"WHITE ALDER AVE, KELLY FARM DR",East,5050126.07,Morning,Steve Desroches,800,800,374716.6726,5020249.2033
4748,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,52000,Friday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,12/24/2021 5:00:00 AM,12/24/2021 5:00:00 AM,2021,"BRIDLE PARK DR, STONEMEADOW DR",West,5050161.05,Morning,Allan Hubley,900,900,355609.7516,5016338.4397
4749,2014,NISSAN,SENTRA,Automobile,BLK,,Sunday,N,Carson Grove - Carson Meadows,Ward 13 - Rideau-Rockcliffe,Sector 32,8/15/2022 5:00:00 AM,8/14/2022 5:00:00 AM,2022,"BATHGATE DR, LAFAYETTE PRIV",East,5050062.01,Morning,Rawlson King,900,600,373317.911,5034140.5859
4750,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,40000,Wednesday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/23/2022 5:00:00 AM,6/22/2022 5:00:00 AM,2022,"SHEPODY CIRC, SHEPODY CIRC",East,5050126.07,Evening,Steve Desroches,600,2100,375138.4472,5020247.2561
4751,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,GRY,,Thursday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,12/24/2021 5:00:00 AM,12/23/2021 5:00:00 AM,2021,"SHANNONDOE CRES E, STONEMEADOW DR",West,5050161.05,Afternoon,Allan Hubley,900,1600,355759.8297,5016488.4404
4752,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,,Tuesday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,8/16/2022 5:00:00 AM,8/16/2022 5:00:00 AM,2022,"BAMBURGH WAY, HIBISCUS WAY",West,5050141.23,Night,David Hill,600,0,361371.9498,5015147.1638
4753,2022,JEEP (1989 AND AFTER),,Automobile,RED,,Thursday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,6/23/2022 5:00:00 AM,6/23/2022 5:00:00 AM,2022,"JOHNSTON RD, SOUTHGATE RD",East,5050001.04,Afternoon,Jessica Bradley,1600,1600,371023.8236,5024940.8101
4754,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLK,,Thursday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,12/24/2021 5:00:00 AM,12/23/2021 5:00:00 AM,2021,"PINERY CRT, SPRINGWATER DR",West,5050161.03,Evening,Allan Hubley,1200,2300,354773.8258,5017636.4513
4755,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,,Tuesday,N,Centrepointe,Ward 8 - College,Sector 15,8/16/2022 5:00:00 AM,8/16/2022 5:00:00 AM,2022,"MAPLE VIEW CRES  , MEADOW GLADE GDN E",West,5050137.05,Night,Laine Johnson,300,200,362638.8796,5022223.4943
4756,2022,JEEP (1989 AND AFTER),,Automobile,WHI,,Thursday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,6/23/2022 5:00:00 AM,6/23/2022 5:00:00 AM,2022,"JOHNSTON RD, SOUTHGATE RD",East,5050001.04,Night,Jessica Bradley,300,300,371023.8236,5024940.8101
4757,2015,DODGE,CARAVAN,Automobile,GRY,,Friday,Y,Britannia Village,Ward 7 - Bay,Sector 14,12/25/2021 5:00:00 AM,12/24/2021 5:00:00 AM,2021,"RIGA PRIV, RITCHIE ST",West,5050029.00,Evening,Theresa Kavanagh,0,1800,359555.6832,5024437.9211
4758,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,BLK,,Wednesday,N,Qualicum - Redwood Park,Ward 8 - College,Sector 15,6/23/2022 5:00:00 AM,6/22/2022 5:00:00 AM,2022,"DRAPER AVE, LISA AVE",West,5050027.00,Evening,Laine Johnson,1100,2200,360439.868,5022882.8063
4759,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,GRY,,Monday,Y,Centrepointe,Ward 8 - College,Sector 15,8/16/2022 5:00:00 AM,8/15/2022 5:00:00 AM,2022,"MAPLE VIEW CRES , MEADOW GLADE GDN W",West,5050137.05,Afternoon,Laine Johnson,700,1600,362497.8785,5022103.4925
4760,2019,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,BLK,,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/23/2022 5:00:00 AM,6/23/2022 5:00:00 AM,2022,"WHITE ALDER AVE, KELLY FARM DR",East,5050126.07,Morning,Steve Desroches,800,800,374716.6726,5020249.2033
4761,2016,DODGE,RAM 3500 PU,Truck,WHI,,Saturday,Y,Navan - Carlsbad Springs,Ward 20 - Osgoode,Sector 37,12/26/2021 5:00:00 AM,12/25/2021 5:00:00 AM,2021,"NAVAN RD, TENTH LINE RD",East,5050171.03,Evening,Isabelle Skalski,1000,2100,385757.9748,5031831.522
4762,2018,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,BLK,30000,Monday,Y,Carlington,Ward 16 - River,Sector 21,8/16/2022 5:00:00 AM,8/15/2022 5:00:00 AM,2022,"CAVAN ST, EDGECLIFFE AVE",Central,5050022.00,Evening,Riley Brockington,600,2000,364650.4067,5026466.2359
4763,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,WHI,,Thursday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/23/2022 5:00:00 AM,6/23/2022 5:00:00 AM,2022,"BUTTONBUSH WAY, WHITE ALDER AVE",East,5050126.07,Night,Steve Desroches,800,300,375360.5113,5020668.6312
4764,2018,LEXUS,,Suv,WHI,,Monday,N,Laurentian,Ward 15 - Kitchissippi,Sector 14,12/28/2021 5:00:00 AM,12/27/2021 5:00:00 AM,2021,"MELBOURNE AVE, PRINCETON AVE",West,5050033.01,Evening,Jeff Leiper,1200,2100,363316.8152,5027684.9308
4765,2022,JEEP (1989 AND AFTER),WRANGLER,Automobile,GRN,,Monday,N,Centretown,Ward 14 - Somerset,Sector 23,8/16/2022 5:00:00 AM,8/15/2022 5:00:00 AM,2022,"BAY ST, QUEEN ST",Central,5050048.00,Evening,Ariel Troster,800,2000,366899.895,5031211.5715
4766,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,BLK,,Wednesday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/23/2022 5:00:00 AM,6/22/2022 5:00:00 AM,2022,"WHITE ALDER AVE, FLAT SEDGE CRES W",East,5050126.07,Evening,Steve Desroches,900,2000,375296.9483,5020629.8372
