OBJECTID,ID,Reported Date,Reported Hour,Reported Year,Occurred Date,Occurred Hour,Occurred Year,Time of Day,Weekday,Day of Week,Neighbourhood,Sector,Division,Ward,Councillor,Census Tract,x,y
463,463,11/16/2024 5:00:00 AM,100,2024,11/16/2024 5:00:00 AM,100,2024,Night,Saturday,6,Manotick West,12,West,Ward 21 - Rideau-Jock,David Brown,5050200.02,367345.400100003,5008700.18339946
464,464,11/18/2024 5:00:00 AM,1800,2024,11/18/2024 5:00:00 AM,1800,2024,Evening,Monday,1,East Industrial,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.01,372091.207200004,5030430.88559946
465,465,11/23/2024 5:00:00 AM,800,2024,11/22/2024 5:00:00 AM,2100,2024,Evening,Friday,5,Woodroffe - Lincoln Heights,14,West,Ward 7 - Bay,Theresa Kavanagh,5050031.00,361032.168000001,5025991.28929946
466,466,12/4/2024 5:00:00 AM,0,2024,12/3/2024 5:00:00 AM,2200,2024,Evening,Tuesday,2,Riverside Park,34,East,Ward 16 - River,Riley Brockington,5050003.00,368422.237700003,5025838.90839946
467,467,12/31/2024 5:00:00 AM,800,2024,12/31/2024 5:00:00 AM,800,2024,Morning,Tuesday,2,Glebe - Dows Lake,22,Central,Ward 17 - Capital,Shawn Menard,5050036.00,367710.707100003,5029570.55999946
468,468,1/1/2025 5:00:00 AM,1600,2025,1/1/2025 5:00:00 AM,1600,2025,Afternoon,Wednesday,3,Laurentian,14,West,Ward 15 - Kitchissippi,Jeff Leiper,5050033.01,363450.691000002,5026993.53889946
469,469,1/10/2025 5:00:00 AM,1700,2025,1/10/2025 5:00:00 AM,1700,2025,Afternoon,Friday,5,New Barrhaven - New Development - Stonebridge,16,West,Ward 3 - Barrhaven West,David Hill,5050141.04,365846.847100002,5013406.73399946
470,470,1/20/2025 5:00:00 AM,2000,2025,1/20/2025 5:00:00 AM,2000,2025,Evening,Monday,1,Manotick East,36,East,Ward 20 - Osgoode,Isabelle Skalski,5050126.04,369634.164100003,5011726.12789946
471,471,1/23/2025 5:00:00 AM,1500,2025,1/23/2025 5:00:00 AM,1500,2025,Afternoon,Thursday,4,Vanier South,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050100.00,370786.712900003,5033018.58709946
472,472,2/15/2025 5:00:00 AM,1000,2025,2/13/2025 5:00:00 AM,2000,2025,Evening,Thursday,4,East Industrial,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.01,374658.735900004,5029476.54899946
473,473,2/15/2025 5:00:00 AM,2000,2025,2/15/2025 5:00:00 AM,2000,2025,Evening,Saturday,6,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,15,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050140.01,362836.000000002,5020277.99999946
474,474,3/3/2025 5:00:00 AM,2100,2025,3/3/2025 5:00:00 AM,2100,2025,Evening,Monday,1,Lowertown,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050056.00,368559.704900004,5032916.58989946
475,475,3/5/2025 5:00:00 AM,2200,2025,3/5/2025 5:00:00 AM,2200,2025,Evening,Wednesday,3,Billings Bridge - Alta Vista,34,East,Ward 18 - Alta Vista,Marty Carr,5050005.00,369422.511500004,5027763.21339946
476,476,3/19/2025 5:00:00 AM,1600,2025,3/19/2025 5:00:00 AM,1600,2025,Afternoon,Wednesday,3,West Centertown,22,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050035.00,366466.703000003,5029177.55809946
477,477,3/19/2025 5:00:00 AM,100,2025,3/19/2025 5:00:00 AM,100,2025,Night,Wednesday,3,Lowertown,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050056.00,368291.704100003,5032753.58899946
478,478,4/6/2025 5:00:00 AM,900,2025,4/6/2025 5:00:00 AM,900,2025,Morning,Sunday,7,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,15,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050135.01,362580.327700002,5021848.74789946
479,479,4/9/2025 5:00:00 AM,1600,2025,4/9/2025 5:00:00 AM,1600,2025,Afternoon,Wednesday,3,Bells Corners East,15,West,Ward 8 - College,Laine Johnson,5050136.02,358053.6589,5021288.48599946
480,480,4/27/2025 5:00:00 AM,2100,2025,4/27/2025 5:00:00 AM,2000,2025,Evening,Sunday,7,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050009.00,373270.731000003,5029209.54989946
481,481,4/28/2025 5:00:00 AM,1500,2025,4/28/2025 5:00:00 AM,1500,2025,Afternoon,Monday,1,Lowertown,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050056.00,368559.704900004,5032916.58989946
482,482,5/7/2025 5:00:00 AM,700,2025,5/7/2025 5:00:00 AM,700,2025,Morning,Wednesday,3,Orléans Chapel Hill,31,East,Ward 2 - Orléans West-Innes,Laura Dudas,5050125.07,380774.007100007,5035480.55809946
483,483,5/17/2025 5:00:00 AM,900,2025,5/16/2025 5:00:00 AM,1800,2025,Evening,Friday,5,East Industrial,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.08,374904.741900005,5027199.53289946
484,484,5/23/2025 5:00:00 AM,1600,2025,5/23/2025 5:00:00 AM,1600,2025,Afternoon,Friday,5,Fitzroy,11,West,Ward 5 - West Carleton-March,Clarke Kelly,5050301.00,327089.589,5036722.68489946
485,485,5/23/2025 5:00:00 AM,1500,2025,5/23/2025 5:00:00 AM,1500,2025,Afternoon,Friday,5,Glen Cairn - Kanata South Business Park,13,West,Ward 23 - Kanata South,Allan Hubley,5050162.03,353268.618900001,5017326.45099946
486,486,5/25/2025 5:00:00 AM,0,2025,5/25/2025 5:00:00 AM,0,2025,Night,Sunday,7,Carson Grove - Carson Meadows,32,East,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050062.01,373043.718100003,5034028.58989946
487,487,5/27/2025 5:00:00 AM,100,2025,5/27/2025 5:00:00 AM,100,2025,Night,Tuesday,2,Barrhaven,16,West,Ward 3 - Barrhaven West,David Hill,5050140.06,361549.672100001,5015729.43809946
488,488,6/1/2025 5:00:00 AM,2000,2025,6/1/2025 5:00:00 AM,2000,2025,Evening,Sunday,7,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,15,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050135.01,361333.678100002,5021526.49009946
489,489,6/14/2025 5:00:00 AM,1500,2025,6/14/2025 5:00:00 AM,1500,2025,Afternoon,Saturday,6,Ledbury - Heron Gate - Ridgemont - Elmwood,34,East,Ward 17 - Capital,Shawn Menard,5050005.00,370079.721100003,5026627.53399946
490,490,6/18/2025 5:00:00 AM,600,2025,6/18/2025 5:00:00 AM,600,2025,Morning,Wednesday,3,Galetta,11,West,Ward 5 - West Carleton-March,Clarke Kelly,5050301.00,322426.552099998,5033743.68709946
491,491,6/22/2025 5:00:00 AM,2000,2025,6/22/2025 5:00:00 AM,2000,2025,Evening,Sunday,7,New Barrhaven - New Development - Stonebridge,16,West,Ward 3 - Barrhaven West,David Hill,5050141.24,363242.284300002,5012740.79829946
492,492,6/26/2025 5:00:00 AM,2300,2025,6/26/2025 5:00:00 AM,2300,2025,Evening,Thursday,4,Bayshore,14,West,Ward 7 - Bay,Theresa Kavanagh,5050138.00,358675.700400002,5023773.35499946
493,493,8/2/2025 5:00:00 AM,1000,2025,8/1/2025 5:00:00 AM,1800,2025,Evening,Friday,5,Stittsville,13,West,Ward 6 - Stittsville,Glen Gower,5050151.08,351693.6019,5015205.43399946
494,494,8/4/2025 5:00:00 AM,1700,2025,8/4/2025 5:00:00 AM,1700,2025,Afternoon,Monday,1,Osgoode,36,East,Ward 20 - Osgoode,Isabelle Skalski,5050191.02,375068.183000006,4999934.86299946
495,495,8/5/2025 5:00:00 AM,0,2025,8/5/2025 5:00:00 AM,0,2025,Night,Tuesday,2,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.00,371137.715900003,5031971.57699946
496,496,8/9/2025 5:00:00 AM,200,2025,8/9/2025 5:00:00 AM,200,2025,Night,Saturday,6,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050028.00,360123.895100002,5023334.48709946
497,497,8/14/2025 5:00:00 AM,2300,2025,8/14/2025 5:00:00 AM,2300,2025,Evening,Thursday,4,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,368020.704100003,5032211.58409946
498,498,8/29/2025 5:00:00 AM,1600,2025,8/29/2025 5:00:00 AM,1600,2025,Afternoon,Friday,5,Glebe - Dows Lake,22,Central,Ward 17 - Capital,Shawn Menard,5050018.00,368637.238100003,5029141.33989946
499,499,8/30/2025 5:00:00 AM,300,2025,8/30/2025 5:00:00 AM,300,2025,Night,Saturday,6,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,367944.704100003,5032328.58489946
500,500,9/11/2025 5:00:00 AM,900,2025,9/11/2025 5:00:00 AM,900,2025,Morning,Thursday,4,Riverside South - Leitrim,35,East,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,5050126.07,373880.744900006,5020516.48789946
501,501,10/2/2025 5:00:00 AM,2100,2025,10/2/2025 5:00:00 AM,2100,2025,Evening,Thursday,4,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,13,West,Ward 4 - Kanata North,Cathy Curry,5050160.11,350192.730999998,5024181.90599946
502,502,10/3/2025 5:00:00 AM,1100,2025,10/3/2025 5:00:00 AM,1100,2025,Morning,Friday,5,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.00,371174.717000004,5031862.57589946
503,503,10/13/2025 5:00:00 AM,1400,2025,10/13/2025 5:00:00 AM,1400,2025,Afternoon,Monday,1,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.01,373001.729000006,5029506.55289946
504,504,10/13/2025 5:00:00 AM,1200,2025,10/13/2025 5:00:00 AM,1200,2025,Afternoon,Monday,1,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.00,371916.718900004,5032131.57589946
505,505,10/15/2025 5:00:00 AM,100,2025,10/15/2025 5:00:00 AM,100,2025,Night,Wednesday,3,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050040.00,367248.638100001,5030647.19289946
